,1,6,cid,name
17976,C42434,"Chaudhary Charan Singh Mahavidyalaya, Bardari Barabanki",C42434,"CHAUDHARY CHARAN SINGH MAHAVIDYALAYA, BARDARI, BARABANKI"
17977,C44022,"College of Veterinary & Animal Sciences, Udgir",C44022,"College of Veterinary & Animal Sciences, Udgir"
17978,C34993,SHIKSHA BHARTI COLLEGE OF EDUCATION,C34993,"SHIKSHA BHARTI COLLEGE OF EDUCATION, SONIPAT"
17979,C41845,Smt. Kashibai Navale College of Education & Training,C41845,"Sinhgad Technical Education Societys Smt.Kashibai Navale College of Education, Kusagaon bk., Lonavala,Tal. Maval,Dist.Pune"
17980,C42435,Indira Gandhi Post Graduate College,C42435,"INDIRA GANDHI P.G. COLLEGE, GAURIGANJ, SULTANPUR"
17981,ST14763,JBS INSTITUTE,ST14763,"JBS INSTITUTE, BARA BANKI"
17982,C41846,Camp Education Society's Dr. Arvind B. Telang Institute Of Hotel Management,C41846,"Camp Education Societys Dr. Arvind B.Telang Institute of Hotel Management, M.I.D.C.Chinchwad, Pune 411019"
17983,C44023,Post Graduate Institute Of Veterinary And Animal Sciences,C44023,Post Graduate Institute of Veterinary & Animal Sciences
17984,C15170,L M S Degree College,C15170,"L.M.S DEGREE COLLEGE ISHARA NAGAR SAKEET, ETAH"
17985,C44024,Krantisinh Nana Patil College of Veterinary Science,C44024,"Krantisinh Nana Patil College of Veterinary Science, Shirwal"
17986,C34995,Arya College of Education,C34995,"ARYA COLLEGE OF EDUCATION, MAHENDRAGARH"
17987,C43792,E.M.S.Memorial College of Applied Sciences (IHRD).,C43792,"EMS Memorial College of Applied Science , Vallithode, Iritty, Kannur"
17988,C41849,Rajarshi Shahu College of Engineering,C41849,"Jaywant Shikshan Prasarak Mandals Rajashi Shahu College of Pharmacy & Research , Survey no. 82-2, Tathawade, Pune 33"
17989,C15171,K.C. Educational Institute,C15171,"K.C EDUCATIONAL INSTITUTE ,SAHPAU,JALESAR ROAD,MAHAMAYA NAGAR"
17990,C15173,Narain College,C15173,"NARAIN COLLEGE,SHIKOHABAD,(FIROZABAD)"
17991,C43793,Crescent College of Pharmaceutical Sciences,C43793,"Crescent  College of Pharmaceutical Sciences, Madaipara, Payangadi"
17992,C34996,"SARASWATI COLLEGE OF EDUCATION ,Kanina road,sehlang,(haryana)",C34996,"SARASWATI COLLEGE OF EDUCATION, MAHENDRAGARH"
17993,C41853,Tuljaram Chaturchand College,C41853,"Tuljaram Chaturchand College, Baramati, Dist.Pune 413102"
17994,ST14765,North Odisha School Of Engineering,ST14765,"NORTH ODISHA SCHOOL OF ENGINEERING, MAYURBHANJ"
17995,C44025,"College Of Dairy Technology, Udgir",C44025,"College of Dairy Technology, Udgir"
17996,C41854,N.D.M.V.P.Samajs Law College,C41854,"N.D.M.V.P.Samajs Law College,Shivajinagar, Gangapur Road, Nashik 422002"
17997,C43794,IHRD CAS CHEEMENI,C43794,"College of Applied Science, P.O. Pettikundu (Cheemeni), Via Cheruvathur"
17998,C42438,Lalita Devi Mahaviddyalaya,C42438,"LALITA DEVI MAHAVIDYALAYA, RAHTEEKAR, PRATAPGARH"
17999,ST1477,"CENTRAL POLYTECHNIC COLLEGE, VATTIYOORKAVU",ST1477,CENTRAL POLYTECHNIC COLLEGE VATTIYOORKKAVU
18000,C34997,Maharshi Dayanand University,C34997,"SARASWATI COLLEGE OF EDUCATION, ROHTAK"
18001,C43795,Vimal Jyothi Institute of Management and Research,C43795,"Vimal Jyothi Institute of Management and Research, Chemperi, Kannur"
18002,C44026,"College of Fishery Science, Udgir.",C44026,"College of Fishery Sciences, Udgir"
18003,C15178,"Jaswant Singh Bhadoriya Kanya Degree College, Mathura",C15178,"JASWANT SINGH BHADORIYA KANYA DEGREE COLLEGE, MATHURA"
18004,ST14772,Chapra ANM Nursing School,ST14772,"ANM SCHOOL, CHAPPRA"
18005,C44027,"College of Veterinary and Animal Sciences, Parbhani",C44027,"College of Veterinary & Animal Sciences, Parbhani"
18006,C34998,Sri Sai Suraksha Fitness Gym,C34998,"Sri Sai Degree College, Visakhapatnam"
18007,C43796,M G College Iritty,C43796,"Mahatma Gandhi College,Iritti,PO-Keezhur"
18008,C44028,Govt. Post Graduate College,C44028,"Government College,  Panchkula"
18009,C43798,"Vimal Jyothi Engineering College, Chemperi, Kannur",C43798,"Vimal Jyothi Engineering College, Jyothi Nagar, Chemperi, Kannur"
18010,ST1478,Govt. Polytechnic College Adoor,ST1478,GOVERNMENT POLYTECHNIC COLLEGE ADOOR
18011,C34999,Sri Sai Degree College,C34999,"SRI SAI DEGREE COLLEGE, TANUKU, W.G.DISTRICT"
18012,ST14783,ANM School,ST14783,"ANM SCHOOL, BIHARSARIFF"
18013,C43799,Dr Ambedkar Arts & Science College,C43799,"Dr. Ambedkar Arts & Science College, Sreesailam, Periya P.O"
18014,C41857,Rajiv Gandhi Business School,C41857,"Gramoday Trusts Rajeev Business School, Tathawade, Pune 411033"
18015,C44030,Kelappaji College of Agricultural Engineering and Technology,C44030,"Kelappaji College of Agrl. Engineering & Technology, Tavanur"
18016,C35,Government Engineering College,C35,"GOVERNMENT ENGINEERING COLLEGE, BHAVNAGAR 021 "
18017,C438,Nirma University,C438,"Institute of Diploma studies, Nirma University"
18018,ST1479,Government Polytechnic College,ST1479,GOVERNMENT POLYTECHNIC COLLEGE ATTINGAL
18019,C44031,College of Horticulture,C44031,"College of Horticulture, Vellanikkara"
18020,C43800,Thanbeehul Islam Higher Secondary School,C43800,"Thanbeehul Islam Womens College, Naimarmoola, Kasaragod"
18021,ST14798,Mishra Institute of Nursing,ST14798,"DR MISHRA INSTITUTE OF NURSING, AARAH ROAD, BIHTA"
18022,C350,LJ Institute of Engineering And Technology,C350,L.J.Institue of Engineering and technology (SFI)-Ahmedabad 032
18023,C44033,College of Forestry,C44033,"College of Forestry, Vellanikkara"
18024,C43801,Koyili College Of Nursing,C43801,"Koyili College of Nursing, Kannadiparamba (P.O),Kannur"
18025,ST1480,GPTC Cherthala,ST1480,GOVERNMENT POLYTECHNIC COLLEGE CHERTHALA
18026,C43802,Rajeev Memorial Charitable Society,C43802,"Rajeev Memorial College of Teacher Education, Mattanur"
18027,C15244,Aligarh College Of Engineering & Technology,C15244,"ALIGARH COLLEGE OF ENGINEERING AND TECHNOLOGY, ALIGARH"
18028,ST14808,Saroj Nursing Institute,ST14808,"NAINA NURSING INSTITUTE, MUZAFFARPUR"
18029,C35000,"St. Marys College of Education, Cheepurupalli, Vizianagaram",C35000,"St. Marys College of Education, Cheepurupalli, Vizianagaram"
18030,C44034,College of Agriculture,C44034,"College of Agriculture, Padannakkad"
18031,C42442,Jai Maa Barahi Devi,C42442,"JAI MAA BARAHI MAHAVIDYALAYA, UMRI, BEGAMGANJ, GONDA"
18032,C43803,Pariyaram Medical College,C43803,"Academy of Pharmaceutical Sciences, Pariyaram Medical College Campus, Pariyaram Medical College (P.O), Kannur"
18033,C41862,Dr. D. Y. Patil College of Education,C41862,"Dr. D.Y. Patil Prathistans Dr. D.Y. Patil College of Education, Pune"
18034,ST1481,Government Polytechnic College Ezhukone,ST1481,GOVERNMENT POLYTECHNIC COLLEGE EZHUKONE
18035,C15245,Mamta College,C15245,"MAMTA COLLEGE, BRIJNAGAR, JALESAR, ETAH"
18036,C44035,SRI SAI Degree & P.G. College,C44035,Sri Sai Degree College
18037,C43804,Deva Matha Arts and Science College,C43804,"Deva Matha Arts & Science College , Paisakari"
18038,C44037,LBS College of Engineering,C44037,"L.B.S College of Engineering , Kasaragod"
18039,C15246,Prem Prayag Mahavidyalaya,C15246,"PREM PRAYAG MAHILA MAHAVIDYALAYA, BHONGAON,MAINPURI"
18040,C35006,JSS College of Pharmacy,C35006,JSS College of Pharmacy
18041,C43805,"OUR College of Applied Sciences, Thimiri",C43805,"Our College of Applied Sciences,Timiri"
18042,ST1482,Government Polytechnic College,ST1482,GOVERNMENT POLYTECHNIC COLLEGE KADUTHURUTHY
18043,C44038,Berhampore Girls' College,C44038,Berhampore Girls College
18044,C43806,Nehru Arts & Science College,C43806,"Nehru Arts & Science College, P.O. Padanekat, Kanhangad, Kasaragod"
18045,C15184,Rajiv Academy For Technology And Management,C15184,RAJEEV ACADEMY FOR TECH. & MANAGEMENT MATHURA
18046,C44039,Plassey College,C44039,Plassey College
18047,C42444,Mahila Mahavidyalaya,C42444,"MAHILA MAHAVIDYALAYA, GADDOPUR, GOSAIGANJ, FAIZABAD"
18048,ST14825,Shyamlal Chandrashekhar Nursing College Khagaria,ST14825,"SHYAMLAL CHANDRA SHEKHAR NURSING SCHOOL, KHAGARIA"
18049,C43807,Sir Syed College,C43807,"Sir Syed College,PO- Karimbam,Taliparamba"
18050,C15247,Radha Krishan Kanya Mahavidyalaya,C15247,RADHA KRISHAN KANYA MAHAVIDHYALYA SIKANDRA AGRA
18051,C41865,S.B Patil Institute of Management | MBA College | Business Management College,C41865,"Pimpri Chinchwad Education Trusts S.B.Patil Institute of Management, S.No. 26,Pradhikaran, Nigdi,Pune 411044"
18052,C15185,Khair Kanya Mahavidyalaya,C15185,KHAIR KANYA MAHAVIDYALAYA KHAIR ALIGARH
18053,C35007,JSS College of Pharmacy,C35007,JSS College of Pharmacy
18054,C42446,Saryu Degree College,C42446,"SARYU DEGREE COLLEGE, KARNAILGANJ, GONDA"
18055,ST14826,Dhano Devi ANM Nursing Training School,ST14826,"DHANO DEVI ANM NURSING SCHOOL, JEHANABAD"
18056,C15248,Sant Ramkrishna Kanya Mahavidyalay,C15248,"SANT RAM KRISHNAKANYA MAHAVIDHYALAY,AGRA"
18057,C35008,JSS Dental College and Hospital,C35008,JSS Dental College and Hospital
18058,C43808,P.N. Panicker Souhruda Ayurveda Medical College,C43808,"P.N. Panicker Souhruda Ayurveda Medical College , Paraklayi, Kanhangad"
18059,C44041,Prof. Sayed Nurul Hassan College,C44041,Prof. Sayed Nurul Hassan College
18060,C15186,Maharaja College,C15186,"S.M DEGREE COLLEGE,PALI DOUNGRA SONKH MATHURA"
18061,C42447,"JAGDAMBA SHARAN SINGH , College Educational Institute.",C42447,"JAGDAMBA SHARAN SINGH EDUCATIONAL INSTITUTE, PURE FAKEER, TARABGANJ, GONDA"
18062,C43809,"Government College of Engineering, Kannur",C43809,"Govt. College of Engineering, P.O. Parassinikadavu, Kannur"
18063,ST14828,"Kingway Technical Institute B.Ed. College Kulharia, Kaimur",ST14828,"KINGWAY TECHNICAL INSTITUTE, KAIMUR ANM SCHOOL"
18064,C35009,JSS Medical College,C35009,"JSS Medical College, Mysore"
18065,ST1483,Government Polytechnic College Kannur,ST1483,GOVERNMENT POLYTECHNIC COLLEGE KANNUR
18066,C15187,"Dev Education College,Barhan Agra",C15187,DEV EDUCATION COLLEGE BARHAN AGRA
18067,C35012,"Institute of Advanced Study in Education, Bcamp",C35012,"IASE Govt. College of Education, Kurnool"
18068,C43810,"N.A.M College Kallikkandy, Kannur",C43810,"N.A.M College,Kallikandy"
18069,C15250,Shri Shiv Prasad Public School,C15250,"SRI SHIV PRASAD MEMORIAL BALIKA DEGREE COLLGE ,TUNDLA,FIROZABAD"
18070,C44044,Dr. B.R. Ambedkar College,C44044,Dr. B.R. Ambedkar College
18071,C15188,Sachdeva Institute Of Technology,C15188,"SACHDEVA INSTT. OF EDUCATION FARAH, MATHURA"
18072,C43811,Payyanur College,C43811,"Payyannur College, Payyannur,PO-Edat"
18073,ST14835,Tves College Of Pharmacy Faizpur,ST14835,"TVES INSTITUTE OF PHARMACY, FAIZPUR"
18074,C35013,Vijay College of Education for Women,C35013,"Vijay College of Education for Women, Nizamabad (5290)"
18075,C15189,Surya Educational Institute,C15189,"SURYA EDUCATIONAL INST.. FARHA, MATHURA"
18076,C44045,Murshidabad Minority B.Ed. College,C44045,Murshidabad Minority B.Ed. College
18077,C15252,S.D.Bhadawar Degree College,C15252,"S.D BHADAWAR DEGREE COLLEGE CHALLESOR,AGRA"
18078,C15191,Shri Ramanand Kailash Chandra Paigoria College,C15191,"SRI RAMA NAND KAILASH CHANDRA PAIGORIYA COLLEGE,AGRA"
18079,C44046,Prabharani Institute of Education,C44046,Prabharani Institute of Education (Physical Education)
18080,C15253,Th.Biri Singh Degree College,C15253,"TH.BIRI SINGH.DEGREE COLLEGE,TUNDLA,FIROZABAD"
18081,C15192,Bagla College,C15192,PC BAGLA COLLEGE MAHAMAYA NAGAR (HATHRAS)
18082,C15255,"Vivekananda College of Technology and Management, Aligarh",C15255,"R.B.S COLLEGE OF MANAGEMENT & TECH. KHAIR, ALIGARH"
18083,C42449,"Acharya Narendra Deo Kisan P. G. College, Babhnan Gonda",C42449,"ACHARYA NARENDRA DEO KISAN P.G. COLLEGE, BABHNAN, GONDA"
18084,ST14837,A M College Of Higher Education,ST14837,"A M COLLEGE OF HIGHER EDUCATION, BASDEOPUR"
18085,C15256,H.S.Law College,C15256,"H.S. LAW COLLEGE G.T. ROAD, ETAH"
18086,C15193,D.S. Degree College,C15193,"D.S COLLEGE ,ALIGARH"
18087,ST14838,St.Ann's College of Nursing,ST14838,"AVM School of Nursing, Thoothukudi"
18088,C35016,"Indur PG College of Business Management, Bodhan",C35016,"Indur PG College of Business Management, Bodhan (5171)"
18089,C15194,"Mata Basanti Devi college , Agra",C15194,"MATA BASANTI SCHOOL OF BIOSCIENCE AND BIOTECHNOLOGY, AGRA"
18090,ST1484,Govt Polytechnic College,ST1484,GOVERNMENT POLYTECHNIC COLLEGE KASARGOD
18091,C42451,Sant Kavi Baba Baijnath P.G. College,C42451,"SANT KAVI BAIJNATH RAJKIYA MAHAVIDYALAYA P.G. COLLEGE, HARAKH, BARABANKI"
18092,C42453,Ganga Devi Lal Bahadur Degree College,C42453,"GANGA DEVI LAL BAHADUR MAHAVIDYALAYA, PURE RUDRA USMANPUR KOTHI, BARABANKI"
18093,C15258,Vivekananda College of law,C15258,"VIVEKANAND COLLEGE OF EDUCATION,ALIGARH"
18094,ST14840,mahila ashram junior college of education,ST14840,"Navbharat Junior College of Education, Wardha"
18095,C15196,Asm Degree College,C15196,"AMRITA SINGH MEMORIAL DEGRE COLLEGE,TEJPUR,JAVA,ALIGARH"
18096,C42454,Rambali National Inter College,C42454,"RAMBALI NATIONAL MAHAVIDYALAYA, GOSAIGANJ, FAIZABAD"
18097,C42455,Mahakavi Tulsidas P. G. College,C42455,"MAHAKAVI TULSIDAS MAHAVIDYALAYA, PARASPUR, GONDA"
18098,ST14841,Tufanganj Government Polytechnic,ST14841,"TUFANGANJ GOVERNMENT, POLYTECHNIC"
18099,C15199,Saudan Singh Institute Of Higher Education,C15199,"SAUDAN SINGH INSTITUTE OF HIGER EDUCATION NAGLA RAMBAL KALENDI VIHAR, AGRA"
18100,C35018,Pragna Degree College,C35018,"Pragna Degree College, Kamareddy (5045)"
18101,ST14842,Govt Polytechnic,ST14842,"GOVERNMENT POLYTECHNIC, JANGAREDDYGUDEM"
18102,C41886,SNBP Law College,C41886,"Subhadra Education Societys S.N.B.P.College of Management, Morwadi, Pimpri, Pune 411018"
18103,C152,"Department of Business Management, Sankalchand Patel College of Engineering",C152,"Department of Business Management, Sankalchand Patel College of Engineering "
18104,ST14844,"PTEC Surhattha,Vaishali",ST14844,"PTEC SURHATHA, VAISHALI"
18105,C35121,Vivekananad Vigyan Mahavidhyalaya,C35121,"Vivekanand Science College, Betul"
18106,ST14845,Diamond Harbour Government Polytechnic,ST14845,DIAMOND HARBOUR GOVERNMENT POLYTECHNIC
18107,C15201,Vivekananda College of law,C15201,"VIVEKANANA COLLEGE OF LAW, ALIGARH"
18108,C42457,Rajat Mahila Mahavidyalaya,C42457,"RAJAT MAHILA MAHAVIDYALAYA, SINGHPUR GOHILA, BASKHARI HANSWAR MARG, AMBEDKAR NAGAR"
18109,C35020,Karshak B.Ed College -Teacher Education Society,C35020,"Karshak B.Ed College, Kamareddy (5283)"
18110,ST14846,Govt Polytechnic,ST14846,"GOVERNMENT POLYTECHNIC, TADEPALLIGUDEM"
18111,ST14847,IIMT College of Polytechnic,ST14847,"IIMT COLLEGE OF POLYTECHNIC, GREATER NOIDA"
18112,C15202,K B A Mahavidhyalay,C15202,K.B.A. MAHAVIDYALAYA BARNAHAL MAINPURI
18113,C41889,Shivneri Adhyapak Mahavidyalaya,C41889,"Shivneri Adhyapak Mahavidyalaya, Khanapur, Tal. Junnar,Dist.Pune"
18114,ST14848,Government Polytechnic,ST14848,"GOVERENMENT POLYTECHNIC, KAMALAPURAM"
18115,C15203,D.E.P.G College,C15203,"D.E.(P.G.) COLLEGE, TUNDLA ROAD, NH-2, AGRA"
18116,C15262,Jagannath Prasad Maha Vidhyalaya,C15262,JAGNNATH PRASAD MAHAVIDYALAYA KOTA MAHAMAYA NAGAR
18117,C15205,SHANTI NIKETAN COLLEGE OF BUSINESS MANAGEMENT AND COMPUTER SCIENCE,C15205,"SHANTI NIKETAN COLLEGE OF BUSINESS MANAGEMENT & COMPUTER SCIENCE,AGRA-GWALIOR ROAD,TEHRA,AGRA"
18118,ST14849,Government Polytechnic Amadalavalasa,ST14849,"GOVERNMENT POLYTECHNIC, AMADALAVALASA"
18119,C35022,Sri Vishwashanthi high school,C35022,"Sri Vishwashanthi College, Nizamabad (5033)"
18120,ST1485,Mattanur Govt. Polytechnic College,ST1485,GOVERNMENT POLYTECHNIC COLLEGE MATTANNUR
18121,C35023,Vasu Degree College,C35023,"Vasu Degree College, Bodhan (5039)"
18122,C15208,Edify Institute of Management and Technology,C15208,"EDIFY INSTITUTE OF MANAGEMENT AND TECHNOLOGY, MATHURA"
18123,C15264,Al-Barkaat Institute Of Education,C15264,"AL.BARKAT COLLEGE OF EDUCATION ANOOP SHAHAR ROAD, ALIGARH"
18124,ST14851,Globsyn Business School,ST14851,GLOBSYN BUSINESS SCHOOL
18125,C15265,Tikaram Kanya Degree College,C15265,"TIKA RAM KANYA MAHAVIDYALAYA,ALIGARH"
18126,C15209,SDS Education Institute,C15209,"S.D.S. MAHAVIDYALAYA, ETAH"
18127,ST14852,AR Institute of Management & Technology,ST14852,AR INSTITUTE OF MANAGEMENT AND TECHNOLOGY
18128,C41900,Sinhgad College of Engineering,C41900,"Sinhgad Technical Education Societys College of Pharmacy, Vadgaon bk, Sinhgad Road, Pune 41"
18129,C35024,Sri Sai College of Education,C35024,"Sri Sai College of Education, Nizamabad (5288)"
18130,ST14853,Assam Textile Institute,ST14853,ASSAM TEXTILE INSTITUTE
18131,C15210,Jai Maa Institute of Education,C15210,JAI MAA INSTT. OF EDUCATION KHARRA AGRA OAD MAINPURI
18132,C42462,Shreemati Dhanpata Maurya Smarak Mahavidayalaya,C42462,"SMT. DHANPATA MAURYA SMARAK MAHAVIDYALAYA, RASOOLPUR LILHA, FAIZABAD"
18133,C41907,The Suryadatta Education Foundation,C41907,"Suryadatta Education foundation?s Suryadatta Institute of Management & Mass Communication (SIMMC), Bavdhan (BK) Pune-411021"
18134,C15213,M.G. College,C15213,"M.G BALIKA (PG) COLLEGE,FIROZABAD"
18135,C15214,B. D. Jain Girls Inter College,C15214,"SMT BHAGWATI DEVI JAIN GIRLS COLLEGE, AGRA"
18136,ST14857,Sri Guru Gobind Singh College of Pharmacy,ST14857,SRI GURU GOBIND SINGH COLLEGE OF PHARMACY
18137,C41908,"New Arts,Commerce and Science College, Ahmednagar.",C41908,"Ahmednagar Jilha Maratha Vidya Prasarak Samajs New Arts,Commerce & Science College, Ahmednagar 414001"
18138,C15216,"Shree Radha Madhav Mahavidhyalay Sabhapur, Chittarpur, Ramnagar, Mainpuri",C15216,"SRI RADHA MADHAV MAHAVIDHYALAYA, SABHAPUR CHITTARPUR RAM NAGAR, MAINPURI"
18139,C42464,Mithilesh Nandini Reshma Arif Mahavidyalaya,C42464,"MITHLESH NANDINI RESHMA ARIF MAHAVIDYALAYA, NANPARA, BAHRAICH"
18140,ST14858,MYRA School of Business,ST14858,MYRA School of Business
18141,C15269,AGRA VANASTHALI VIDYALAYA,C15269,"AGRA VANASTHALI MAHAVIDYALAYA JHARNA NALA, CHALLESOR"
18142,C35026,St.Thomas College of education,C35026,"St. Thomas College of Education, Bodhan (5289)"
18143,ST1486,Government Polytechnic,ST1486,GOVERNMENT POLYTECHNIC COLLEGE MEENANGADI
18144,C15220,Chaudhary Raghunath Singh College,C15220,"CHAUDHARY RAGHUNATH SINGH MAHAVIDYALAYA FATEHPUR SIKARI ROAD KIRAWALI,AGRA"
18145,C35027,Nalanda Degree College,C35027,"Women's Degree College, Nizamabad (5042)"
18146,C15221,SHRI SHIVRAJ SINGH MAHAVIDYALAYA,C15221,"SHRI SHIV RAJ SINGH MAHAVIDYALAYA KISHANI,MAINPURI"
18147,ST14860,Mother Theresa College of Education,ST14860,"MOTHER TERESA COLLEGE OF EDUCATION, MAHABUBABAD"
18148,C35130,VNS Institute Of Technology,C35130,"VNS Institute of Management, Neelbad Road, Bhopal"
18149,ST14862,Gulabrao Patil College of Pharmacy,ST14862,"GULABRAO PATIL MEMORIAL TRUST D ED COLLEGE, MIRAJ"
18150,C15222,Shri Rajendra Singh Degree College,C15222,"SHRI RAJENDRA SINGH DEGREE COLLEGE ,DHIMISHRI,AGRA"
18151,C35131,Little Flower Senior Secondary School,C35131,"Gyanodya Inst. of Management, Behind Little Flower School, Sadar, Betul"
18152,ST14865,"PTEC, Rampur Jalalpur, Dalsinghsarai",ST14865,"PTEC RAMPUR, JALALPUR"
18153,C15223,CS Memorial Degree College,C15223,C.S MEMORIAL DEGREE COLLEGE BAS BADAM ETMADPUR AGRA
18154,ST14868,Bhagirathi Institute of Technology & Management,ST14868,"BHAGIRATHI INSTITUTE OF TECHNOLOGY AND MANAGEMENT COLLEGE (POLYTECHNIC), LOHAGHAT"
18155,C15224,Captain Rakesh Gas Service,C15224,"CAPT. RAKESH MOHAN SHYAM DEGREE COLLEGE, MATHURA"
18156,C15274,Mother Teresa Womens College,C15274,"MOTHER TERESA WOMEN COLLEGE,RAM GHAT ROAD,ALIGARH"
18157,C15225,Dau Dayal Mahila PG College,C15225,DAU DAYAL MAHILA MAHAVIDYALAYA FIROZABAD
18158,ST14869,Government Polytechnic,ST14869,"GOVERNMENT POLYTECHNIC, PAURI"
18159,C15275,Kosi Khurd,C15275,"S.D.S DEGREE COLLEGE,KOSI KHURD MATHURA"
18160,C15226,Margshree Enterprises,C15226,"SMT.MARGSHREE KANYA MAHAVIDYALAYA PERETH ,FIROZABAD"
18161,ST1487,Government Polytechnic College Meppadi,ST1487,GOVERNMENT POLYTECHNIC COLLEGE MEPPADI
18162,C15276,Radha Govind Mandir,C15276,"SRI RADHA GOVIND MAHAVIDYALAYA HEERA PUR (GOPI), ALIGARH"
18163,C42470,Ideal Degree College,C42470,"IDEAL MAHAVIDYALAYA, SAMARSANDA, KURSI, BARABANKI"
18164,C15277,Om Degree College Shikohabad,C15277,"OM DEGREE COLLEGE,SHIKOHABAD"
18165,C15278,Shri Khushiram mahavidyalaya Khair Aligarh,C15278,SRI KHUSHI RAM MAHAVIDYALAYA KAIR ALIGARH
